cluster_69	2020-03-04t14-27-25z_m309_kernel_837_number_of_sequence_4599
cluster_70	2020-03-04t14-27-25z_m47_kernel_129_number_of_sequence_2038
cluster_71	2020-03-04t14-27-25z_m46_kernel_126_number_of_sequence_2930
cluster_72	2020-03-04t14-27-25z_m34_kernel_89_number_of_sequence_908
cluster_73	2020-03-04t14-27-25z_m315_kernel_850_number_of_sequence_2010
cluster_74	2020-03-04t14-27-25z_m121_kernel_316_number_of_sequence_4744,2020-03-04t14-27-25z_m85_kernel_236_number_of_sequence_12391
cluster_75	2020-03-04t14-27-25z_m112_kernel_293_number_of_sequence_11260
cluster_76	2020-03-04t14-27-25z_m242_kernel_664_number_of_sequence_5488
cluster_77	2020-03-04t14-27-25z_m5_kernel_9_number_of_sequence_969
cluster_78	2020-03-04t14-27-25z_m78_kernel_208_number_of_sequence_2838
cluster_79	2020-03-04t14-27-25z_m264_kernel_709_number_of_sequence_973
cluster_80	2020-03-04t14-27-25z_m226_kernel_618_number_of_sequence_11256
cluster_81	2020-03-04t14-27-25z_m60_kernel_167_number_of_sequence_5040
cluster_82	2020-03-04t14-27-25z_m17_kernel_54_number_of_sequence_10281
cluster_83	2020-03-04t14-27-25z_m277_kernel_749_number_of_sequence_4981
cluster_84	2020-03-04t14-27-25z_m90_kernel_243_number_of_sequence_8335
cluster_85	2020-03-04t14-27-25z_m14_kernel_49_number_of_sequence_9075
cluster_86	2020-03-04t14-27-25z_m274_kernel_744_number_of_sequence_1913
cluster_87	2020-03-04t14-27-25z_m289_kernel_782_number_of_sequence_14563,2020-03-04t14-27-25z_m32_kernel_87_number_of_sequence_4714
cluster_88	2020-03-04t14-27-25z_m73_kernel_201_number_of_sequence_4270
cluster_89	2020-03-04t14-27-25z_m86_kernel_237_number_of_sequence_3946
cluster_90	2020-03-04t14-27-25z_m235_kernel_639_number_of_sequence_9073
cluster_91	2020-03-04t14-27-25z_m105_kernel_274_number_of_sequence_1126,2020-03-04t14-27-25z_m203_kernel_541_number_of_sequence_1977
cluster_92	2020-03-04t14-27-25z_m39_kernel_103_number_of_sequence_6756
cluster_93	2020-03-04t14-27-25z_m4_kernel_8_number_of_sequence_1311
cluster_94	2020-03-04t14-27-25z_m321_kernel_872_number_of_sequence_3540
cluster_95	2020-03-04t14-27-25z_m143_kernel_364_number_of_sequence_3931
cluster_96	2020-03-04t14-27-25z_m308_kernel_834_number_of_sequence_10347
cluster_97	2020-03-04t14-27-25z_m40_kernel_104_number_of_sequence_5233
cluster_98	2020-03-04t14-27-25z_m63_kernel_173_number_of_sequence_13852
cluster_99	2020-03-04t14-27-25z_m38_kernel_99_number_of_sequence_5594
cluster_100	2020-03-04t14-27-25z_m185_kernel_490_number_of_sequence_4606
cluster_101	2020-03-04t14-27-25z_m132_kernel_337_number_of_sequence_4620
cluster_102	2020-03-04t14-27-25z_m93_kernel_249_number_of_sequence_8045
cluster_103	2020-03-04t14-27-25z_m258_kernel_699_number_of_sequence_5543
cluster_104	2020-03-04t14-27-25z_m198_kernel_528_number_of_sequence_1194
cluster_105	2020-03-04t14-27-25z_m139_kernel_352_number_of_sequence_2332
cluster_106	2020-03-04t14-27-25z_m157_kernel_411_number_of_sequence_5341
cluster_107	2020-03-04t14-27-25z_m199_kernel_533_number_of_sequence_449
cluster_108	2020-03-04t14-27-25z_m45_kernel_120_number_of_sequence_116
cluster_109	2020-03-04t14-27-25z_m302_kernel_822_number_of_sequence_14974
cluster_110	2020-03-04t14-27-25z_m42_kernel_108_number_of_sequence_4281
cluster_111	2020-03-04t14-27-25z_m130_kernel_335_number_of_sequence_1948
cluster_112	2020-03-04t14-27-25z_m15_kernel_50_number_of_sequence_3413
cluster_113	2020-03-04t14-27-25z_m227_kernel_622_number_of_sequence_2338
cluster_114	2020-03-04t14-27-25z_m248_kernel_674_number_of_sequence_4278
cluster_115	2020-03-04t14-27-25z_m107_kernel_278_number_of_sequence_2148
cluster_116	2020-03-04t14-27-25z_m94_kernel_250_number_of_sequence_2570
cluster_117	2020-03-04t14-27-25z_m89_kernel_242_number_of_sequence_593
cluster_118	2020-03-04t14-27-25z_m125_kernel_327_number_of_sequence_10216
cluster_119	2020-03-04t14-27-25z_m208_kernel_551_number_of_sequence_3861
cluster_120	2020-03-04t14-27-25z_m300_kernel_808_number_of_sequence_1470
cluster_121	2020-03-04t14-27-25z_m138_kernel_350_number_of_sequence_1426
cluster_122	2020-03-04t14-27-25z_m325_kernel_195_number_of_sequence_221
cluster_123	2020-03-04t14-27-25z_m311_kernel_842_number_of_sequence_4117
cluster_124	2020-03-04t14-27-25z_m65_kernel_175_number_of_sequence_2711
cluster_125	2020-03-04t14-27-25z_m147_kernel_380_number_of_sequence_10271
